"Country","Date","Number","c1_c2","c3_c4","c5_c6_c7","c8","h2_h3_h6","h7"
"France","2020-03-07",179,0,1,0,0,0,0
"France","2020-03-08",103,0,1,0,0,0,0
"France","2020-03-09",410,0,1,0,0,0,0
"France","2020-03-10",286,0,1,0,0,0,0
"France","2020-03-11",371,0,1,0,0,0,0
"France","2020-03-12",497,0,1,0,0,0,0
"France","2020-03-13",586,0,1,0,0,0,0
"France","2020-03-14",770,0,1,0,0,0,0
"France","2020-03-15",818,0,1,0,0,0,0
"France","2020-03-16",923,0,1,0,0,0,0
"France","2020-03-17",1198,1,1,1,1,0,0
"France","2020-03-18",1070,1,1,1,1,0,0
"France","2020-03-19",1377,1,1,1,1,0,0
"France","2020-03-20",1846,1,1,1,1,0,0
"France","2020-03-21",1595,1,1,1,1,0,0
"France","2020-03-22",1847,1,1,1,1,0,0
"France","2020-03-23",1529,1,1,1,1,0,0
"France","2020-03-24",3794,1,1,1,1,0,0
"France","2020-03-25",2410,1,1,1,1,0,0
"France","2020-03-26",2895,1,1,1,1,0,0
"France","2020-03-27",3866,1,1,1,1,0,0
"France","2020-03-28",3748,1,1,1,1,0,0
"France","2020-03-29",4611,1,1,1,1,0,0
"France","2020-03-30",2491,1,1,1,1,0,0
"France","2020-03-31",4341,1,1,1,1,0,0
"France","2020-04-01",7500,1,1,1,1,0,0
"France","2020-04-02",4784,1,1,1,1,0,0
"France","2020-04-03",2066,1,1,1,1,0,0
"France","2020-04-04",5209,1,1,1,1,0,0
"France","2020-04-05",4221,1,1,1,1,0,0
"France","2020-04-06",1850,1,1,1,1,0,0
"France","2020-04-07",3881,1,1,1,1,0,0
"France","2020-04-08",3737,1,1,1,1,0,0
"France","2020-04-09",3869,1,1,1,1,0,0
"France","2020-04-10",4256,1,1,1,1,0,0
"France","2020-04-11",4333,1,1,1,1,0,0
"France","2020-04-12",3104,1,1,1,1,0,0
"France","2020-04-13",1595,1,1,1,1,0,0
"France","2020-04-14",2669,1,1,1,1,0,0
"France","2020-04-15",5483,1,1,1,1,0,0
"France","2020-04-16",2621,1,1,1,1,0,0
"France","2020-04-17",2623,1,1,1,1,0,0
"France","2020-04-18",385,1,1,1,1,0,0
"France","2020-04-19",2558,1,1,1,1,0,0
"France","2020-04-20",742,1,1,1,1,0,0
